PDMS_fraction,CdO_fraction,B4C_fraction,Gd2O3_fraction,Composition_Formula,Theoretical_Density,Density_Calculation
84,2,13,1,84C2H6OSi+2CdO+13B4C+1Gd2O3,1.3753,(84 * 0.965) + (2 * 8.15) + (13 * 2.52) + (1 * 7.41) / 100
83,2,13,2,83C2H6OSi+2CdO+13B4C+2Gd2O3,1.43975,(83 * 0.965) + (2 * 8.15) + (13 * 2.52) + (2 * 7.41) / 100
82,2,13,3,82C2H6OSi+2CdO+13B4C+3Gd2O3,1.5042,(82 * 0.965) + (2 * 8.15) + (13 * 2.52) + (3 * 7.41) / 100
81,2,13,4,81C2H6OSi+2CdO+13B4C+4Gd2O3,1.56865,(81 * 0.965) + (2 * 8.15) + (13 * 2.52) + (4 * 7.41) / 100
80,2,13,5,80C2H6OSi+2CdO+13B4C+5Gd2O3,1.6331,(80 * 0.965) + (2 * 8.15) + (13 * 2.52) + (5 * 7.41) / 100
84,2,14,0,84C2H6OSi+2CdO+14B4C+0Gd2O3,1.3264,(84 * 0.965) + (2 * 8.15) + (14 * 2.52) + (0 * 7.41) / 100
83,2,14,1,83C2H6OSi+2CdO+14B4C+1Gd2O3,1.39085,(83 * 0.965) + (2 * 8.15) + (14 * 2.52) + (1 * 7.41) / 100
82,2,14,2,82C2H6OSi+2CdO+14B4C+2Gd2O3,1.4553,(82 * 0.965) + (2 * 8.15) + (14 * 2.52) + (2 * 7.41) / 100
81,2,14,3,81C2H6OSi+2CdO+14B4C+3Gd2O3,1.51975,(81 * 0.965) + (2 * 8.15) + (14 * 2.52) + (3 * 7.41) / 100
80,2,14,4,80C2H6OSi+2CdO+14B4C+4Gd2O3,1.5842,(80 * 0.965) + (2 * 8.15) + (14 * 2.52) + (4 * 7.41) / 100
83,2,15,0,83C2H6OSi+2CdO+15B4C+0Gd2O3,1.34195,(83 * 0.965) + (2 * 8.15) + (15 * 2.52) + (0 * 7.41) / 100
82,2,15,1,82C2H6OSi+2CdO+15B4C+1Gd2O3,1.4064,(82 * 0.965) + (2 * 8.15) + (15 * 2.52) + (1 * 7.41) / 100
81,2,15,2,81C2H6OSi+2CdO+15B4C+2Gd2O3,1.47085,(81 * 0.965) + (2 * 8.15) + (15 * 2.52) + (2 * 7.41) / 100
80,2,15,3,80C2H6OSi+2CdO+15B4C+3Gd2O3,1.5353,(80 * 0.965) + (2 * 8.15) + (15 * 2.52) + (3 * 7.41) / 100
82,2,16,0,82C2H6OSi+2CdO+16B4C+0Gd2O3,1.3575,(82 * 0.965) + (2 * 8.15) + (16 * 2.52) + (0 * 7.41) / 100
81,2,16,1,81C2H6OSi+2CdO+16B4C+1Gd2O3,1.42195,(81 * 0.965) + (2 * 8.15) + (16 * 2.52) + (1 * 7.41) / 100
80,2,16,2,80C2H6OSi+2CdO+16B4C+2Gd2O3,1.4864,(80 * 0.965) + (2 * 8.15) + (16 * 2.52) + (2 * 7.41) / 100
81,2,17,0,81C2H6OSi+2CdO+17B4C+0Gd2O3,1.37305,(81 * 0.965) + (2 * 8.15) + (17 * 2.52) + (0 * 7.41) / 100
80,2,17,1,80C2H6OSi+2CdO+17B4C+1Gd2O3,1.4375,(80 * 0.965) + (2 * 8.15) + (17 * 2.52) + (1 * 7.41) / 100
80,2,18,0,80C2H6OSi+2CdO+18B4C+0Gd2O3,1.3886,(80 * 0.965) + (2 * 8.15) + (18 * 2.52) + (0 * 7.41) / 100
97,3,0,0,97C2H6OSi+3CdO+0B4C+0Gd2O3,1.18055,(97 * 0.965) + (3 * 8.15) + (0 * 2.52) + (0 * 7.41) / 100
96,3,0,1,96C2H6OSi+3CdO+0B4C+1Gd2O3,1.245,(96 * 0.965) + (3 * 8.15) + (0 * 2.52) + (1 * 7.41) / 100
95,3,0,2,95C2H6OSi+3CdO+0B4C+2Gd2O3,1.30945,(95 * 0.965) + (3 * 8.15) + (0 * 2.52) + (2 * 7.41) / 100
94,3,0,3,94C2H6OSi+3CdO+0B4C+3Gd2O3,1.3739,(94 * 0.965) + (3 * 8.15) + (0 * 2.52) + (3 * 7.41) / 100
93,3,0,4,93C2H6OSi+3CdO+0B4C+4Gd2O3,1.43835,(93 * 0.965) + (3 * 8.15) + (0 * 2.52) + (4 * 7.41) / 100
92,3,0,5,92C2H6OSi+3CdO+0B4C+5Gd2O3,1.5028,(92 * 0.965) + (3 * 8.15) + (0 * 2.52) + (5 * 7.41) / 100
91,3,0,6,91C2H6OSi+3CdO+0B4C+6Gd2O3,1.56725,(91 * 0.965) + (3 * 8.15) + (0 * 2.52) + (6 * 7.41) / 100
90,3,0,7,90C2H6OSi+3CdO+0B4C+7Gd2O3,1.6317,(90 * 0.965) + (3 * 8.15) + (0 * 2.52) + (7 * 7.41) / 100
89,3,0,8,89C2H6OSi+3CdO+0B4C+8Gd2O3,1.69615,(89 * 0.965) + (3 * 8.15) + (0 * 2.52) + (8 * 7.41) / 100
88,3,0,9,88C2H6OSi+3CdO+0B4C+9Gd2O3,1.7606,(88 * 0.965) + (3 * 8.15) + (0 * 2.52) + (9 * 7.41) / 100
87,3,0,10,87C2H6OSi+3CdO+0B4C+10Gd2O3,1.82505,(87 * 0.965) + (3 * 8.15) + (0 * 2.52) + (10 * 7.41) / 100
86,3,0,11,86C2H6OSi+3CdO+0B4C+11Gd2O3,1.8895,(86 * 0.965) + (3 * 8.15) + (0 * 2.52) + (11 * 7.41) / 100
85,3,0,12,85C2H6OSi+3CdO+0B4C+12Gd2O3,1.95395,(85 * 0.965) + (3 * 8.15) + (0 * 2.52) + (12 * 7.41) / 100
84,3,0,13,84C2H6OSi+3CdO+0B4C+13Gd2O3,2.0184,(84 * 0.965) + (3 * 8.15) + (0 * 2.52) + (13 * 7.41) / 100
83,3,0,14,83C2H6OSi+3CdO+0B4C+14Gd2O3,2.08285,(83 * 0.965) + (3 * 8.15) + (0 * 2.52) + (14 * 7.41) / 100
82,3,0,15,82C2H6OSi+3CdO+0B4C+15Gd2O3,2.1473,(82 * 0.965) + (3 * 8.15) + (0 * 2.52) + (15 * 7.41) / 100
81,3,0,16,81C2H6OSi+3CdO+0B4C+16Gd2O3,2.21175,(81 * 0.965) + (3 * 8.15) + (0 * 2.52) + (16 * 7.41) / 100
80,3,0,17,80C2H6OSi+3CdO+0B4C+17Gd2O3,2.2762,(80 * 0.965) + (3 * 8.15) + (0 * 2.52) + (17 * 7.41) / 100
96,3,1,0,96C2H6OSi+3CdO+1B4C+0Gd2O3,1.1961,(96 * 0.965) + (3 * 8.15) + (1 * 2.52) + (0 * 7.41) / 100
95,3,1,1,95C2H6OSi+3CdO+1B4C+1Gd2O3,1.26055,(95 * 0.965) + (3 * 8.15) + (1 * 2.52) + (1 * 7.41) / 100
94,3,1,2,94C2H6OSi+3CdO+1B4C+2Gd2O3,1.325,(94 * 0.965) + (3 * 8.15) + (1 * 2.52) + (2 * 7.41) / 100
93,3,1,3,93C2H6OSi+3CdO+1B4C+3Gd2O3,1.38945,(93 * 0.965) + (3 * 8.15) + (1 * 2.52) + (3 * 7.41) / 100
92,3,1,4,92C2H6OSi+3CdO+1B4C+4Gd2O3,1.4539,(92 * 0.965) + (3 * 8.15) + (1 * 2.52) + (4 * 7.41) / 100
91,3,1,5,91C2H6OSi+3CdO+1B4C+5Gd2O3,1.51835,(91 * 0.965) + (3 * 8.15) + (1 * 2.52) + (5 * 7.41) / 100
90,3,1,6,90C2H6OSi+3CdO+1B4C+6Gd2O3,1.5828,(90 * 0.965) + (3 * 8.15) + (1 * 2.52) + (6 * 7.41) / 100
89,3,1,7,89C2H6OSi+3CdO+1B4C+7Gd2O3,1.64725,(89 * 0.965) + (3 * 8.15) + (1 * 2.52) + (7 * 7.41) / 100
88,3,1,8,88C2H6OSi+3CdO+1B4C+8Gd2O3,1.7117,(88 * 0.965) + (3 * 8.15) + (1 * 2.52) + (8 * 7.41) / 100
87,3,1,9,87C2H6OSi+3CdO+1B4C+9Gd2O3,1.77615,(87 * 0.965) + (3 * 8.15) + (1 * 2.52) + (9 * 7.41) / 100
86,3,1,10,86C2H6OSi+3CdO+1B4C+10Gd2O3,1.8406,(86 * 0.965) + (3 * 8.15) + (1 * 2.52) + (10 * 7.41) / 100
85,3,1,11,85C2H6OSi+3CdO+1B4C+11Gd2O3,1.90505,(85 * 0.965) + (3 * 8.15) + (1 * 2.52) + (11 * 7.41) / 100
84,3,1,12,84C2H6OSi+3CdO+1B4C+12Gd2O3,1.9695,(84 * 0.965) + (3 * 8.15) + (1 * 2.52) + (12 * 7.41) / 100
83,3,1,13,83C2H6OSi+3CdO+1B4C+13Gd2O3,2.03395,(83 * 0.965) + (3 * 8.15) + (1 * 2.52) + (13 * 7.41) / 100
82,3,1,14,82C2H6OSi+3CdO+1B4C+14Gd2O3,2.0984,(82 * 0.965) + (3 * 8.15) + (1 * 2.52) + (14 * 7.41) / 100
81,3,1,15,81C2H6OSi+3CdO+1B4C+15Gd2O3,2.16285,(81 * 0.965) + (3 * 8.15) + (1 * 2.52) + (15 * 7.41) / 100
80,3,1,16,80C2H6OSi+3CdO+1B4C+16Gd2O3,2.2273,(80 * 0.965) + (3 * 8.15) + (1 * 2.52) + (16 * 7.41) / 100
95,3,2,0,95C2H6OSi+3CdO+2B4C+0Gd2O3,1.21165,(95 * 0.965) + (3 * 8.15) + (2 * 2.52) + (0 * 7.41) / 100
94,3,2,1,94C2H6OSi+3CdO+2B4C+1Gd2O3,1.2761,(94 * 0.965) + (3 * 8.15) + (2 * 2.52) + (1 * 7.41) / 100
93,3,2,2,93C2H6OSi+3CdO+2B4C+2Gd2O3,1.34055,(93 * 0.965) + (3 * 8.15) + (2 * 2.52) + (2 * 7.41) / 100
92,3,2,3,92C2H6OSi+3CdO+2B4C+3Gd2O3,1.405,(92 * 0.965) + (3 * 8.15) + (2 * 2.52) + (3 * 7.41) / 100
91,3,2,4,91C2H6OSi+3CdO+2B4C+4Gd2O3,1.46945,(91 * 0.965) + (3 * 8.15) + (2 * 2.52) + (4 * 7.41) / 100
90,3,2,5,90C2H6OSi+3CdO+2B4C+5Gd2O3,1.5339,(90 * 0.965) + (3 * 8.15) + (2 * 2.52) + (5 * 7.41) / 100
89,3,2,6,89C2H6OSi+3CdO+2B4C+6Gd2O3,1.59835,(89 * 0.965) + (3 * 8.15) + (2 * 2.52) + (6 * 7.41) / 100
88,3,2,7,88C2H6OSi+3CdO+2B4C+7Gd2O3,1.6628,(88 * 0.965) + (3 * 8.15) + (2 * 2.52) + (7 * 7.41) / 100
87,3,2,8,87C2H6OSi+3CdO+2B4C+8Gd2O3,1.72725,(87 * 0.965) + (3 * 8.15) + (2 * 2.52) + (8 * 7.41) / 100
86,3,2,9,86C2H6OSi+3CdO+2B4C+9Gd2O3,1.7917,(86 * 0.965) + (3 * 8.15) + (2 * 2.52) + (9 * 7.41) / 100
85,3,2,10,85C2H6OSi+3CdO+2B4C+10Gd2O3,1.85615,(85 * 0.965) + (3 * 8.15) + (2 * 2.52) + (10 * 7.41) / 100
84,3,2,11,84C2H6OSi+3CdO+2B4C+11Gd2O3,1.9206,(84 * 0.965) + (3 * 8.15) + (2 * 2.52) + (11 * 7.41) / 100
83,3,2,12,83C2H6OSi+3CdO+2B4C+12Gd2O3,1.98505,(83 * 0.965) + (3 * 8.15) + (2 * 2.52) + (12 * 7.41) / 100
82,3,2,13,82C2H6OSi+3CdO+2B4C+13Gd2O3,2.0495,(82 * 0.965) + (3 * 8.15) + (2 * 2.52) + (13 * 7.41) / 100
81,3,2,14,81C2H6OSi+3CdO+2B4C+14Gd2O3,2.11395,(81 * 0.965) + (3 * 8.15) + (2 * 2.52) + (14 * 7.41) / 100
80,3,2,15,80C2H6OSi+3CdO+2B4C+15Gd2O3,2.1784,(80 * 0.965) + (3 * 8.15) + (2 * 2.52) + (15 * 7.41) / 100
94,3,3,0,94C2H6OSi+3CdO+3B4C+0Gd2O3,1.2272,(94 * 0.965) + (3 * 8.15) + (3 * 2.52) + (0 * 7.41) / 100
93,3,3,1,93C2H6OSi+3CdO+3B4C+1Gd2O3,1.29165,(93 * 0.965) + (3 * 8.15) + (3 * 2.52) + (1 * 7.41) / 100
92,3,3,2,92C2H6OSi+3CdO+3B4C+2Gd2O3,1.3561,(92 * 0.965) + (3 * 8.15) + (3 * 2.52) + (2 * 7.41) / 100
91,3,3,3,91C2H6OSi+3CdO+3B4C+3Gd2O3,1.42055,(91 * 0.965) + (3 * 8.15) + (3 * 2.52) + (3 * 7.41) / 100
90,3,3,4,90C2H6OSi+3CdO+3B4C+4Gd2O3,1.485,(90 * 0.965) + (3 * 8.15) + (3 * 2.52) + (4 * 7.41) / 100
89,3,3,5,89C2H6OSi+3CdO+3B4C+5Gd2O3,1.54945,(89 * 0.965) + (3 * 8.15) + (3 * 2.52) + (5 * 7.41) / 100
88,3,3,6,88C2H6OSi+3CdO+3B4C+6Gd2O3,1.6139,(88 * 0.965) + (3 * 8.15) + (3 * 2.52) + (6 * 7.41) / 100
87,3,3,7,87C2H6OSi+3CdO+3B4C+7Gd2O3,1.67835,(87 * 0.965) + (3 * 8.15) + (3 * 2.52) + (7 * 7.41) / 100
86,3,3,8,86C2H6OSi+3CdO+3B4C+8Gd2O3,1.7428,(86 * 0.965) + (3 * 8.15) + (3 * 2.52) + (8 * 7.41) / 100
85,3,3,9,85C2H6OSi+3CdO+3B4C+9Gd2O3,1.80725,(85 * 0.965) + (3 * 8.15) + (3 * 2.52) + (9 * 7.41) / 100
84,3,3,10,84C2H6OSi+3CdO+3B4C+10Gd2O3,1.8717,(84 * 0.965) + (3 * 8.15) + (3 * 2.52) + (10 * 7.41) / 100
83,3,3,11,83C2H6OSi+3CdO+3B4C+11Gd2O3,1.93615,(83 * 0.965) + (3 * 8.15) + (3 * 2.52) + (11 * 7.41) / 100
82,3,3,12,82C2H6OSi+3CdO+3B4C+12Gd2O3,2.0006,(82 * 0.965) + (3 * 8.15) + (3 * 2.52) + (12 * 7.41) / 100
81,3,3,13,81C2H6OSi+3CdO+3B4C+13Gd2O3,2.06505,(81 * 0.965) + (3 * 8.15) + (3 * 2.52) + (13 * 7.41) / 100
80,3,3,14,80C2H6OSi+3CdO+3B4C+14Gd2O3,2.1295,(80 * 0.965) + (3 * 8.15) + (3 * 2.52) + (14 * 7.41) / 100
93,3,4,0,93C2H6OSi+3CdO+4B4C+0Gd2O3,1.24275,(93 * 0.965) + (3 * 8.15) + (4 * 2.52) + (0 * 7.41) / 100
92,3,4,1,92C2H6OSi+3CdO+4B4C+1Gd2O3,1.3072,(92 * 0.965) + (3 * 8.15) + (4 * 2.52) + (1 * 7.41) / 100
91,3,4,2,91C2H6OSi+3CdO+4B4C+2Gd2O3,1.37165,(91 * 0.965) + (3 * 8.15) + (4 * 2.52) + (2 * 7.41) / 100
90,3,4,3,90C2H6OSi+3CdO+4B4C+3Gd2O3,1.4361,(90 * 0.965) + (3 * 8.15) + (4 * 2.52) + (3 * 7.41) / 100
89,3,4,4,89C2H6OSi+3CdO+4B4C+4Gd2O3,1.50055,(89 * 0.965) + (3 * 8.15) + (4 * 2.52) + (4 * 7.41) / 100
88,3,4,5,88C2H6OSi+3CdO+4B4C+5Gd2O3,1.565,(88 * 0.965) + (3 * 8.15) + (4 * 2.52) + (5 * 7.41) / 100
87,3,4,6,87C2H6OSi+3CdO+4B4C+6Gd2O3,1.62945,(87 * 0.965) + (3 * 8.15) + (4 * 2.52) + (6 * 7.41) / 100
86,3,4,7,86C2H6OSi+3CdO+4B4C+7Gd2O3,1.6939,(86 * 0.965) + (3 * 8.15) + (4 * 2.52) + (7 * 7.41) / 100
85,3,4,8,85C2H6OSi+3CdO+4B4C+8Gd2O3,1.75835,(85 * 0.965) + (3 * 8.15) + (4 * 2.52) + (8 * 7.41) / 100
84,3,4,9,84C2H6OSi+3CdO+4B4C+9Gd2O3,1.8228,(84 * 0.965) + (3 * 8.15) + (4 * 2.52) + (9 * 7.41) / 100
83,3,4,10,83C2H6OSi+3CdO+4B4C+10Gd2O3,1.88725,(83 * 0.965) + (3 * 8.15) + (4 * 2.52) + (10 * 7.41) / 100
82,3,4,11,82C2H6OSi+3CdO+4B4C+11Gd2O3,1.9517,(82 * 0.965) + (3 * 8.15) + (4 * 2.52) + (11 * 7.41) / 100
81,3,4,12,81C2H6OSi+3CdO+4B4C+12Gd2O3,2.01615,(81 * 0.965) + (3 * 8.15) + (4 * 2.52) + (12 * 7.41) / 100
80,3,4,13,80C2H6OSi+3CdO+4B4C+13Gd2O3,2.0806,(80 * 0.965) + (3 * 8.15) + (4 * 2.52) + (13 * 7.41) / 100
92,3,5,0,92C2H6OSi+3CdO+5B4C+0Gd2O3,1.2583,(92 * 0.965) + (3 * 8.15) + (5 * 2.52) + (0 * 7.41) / 100
91,3,5,1,91C2H6OSi+3CdO+5B4C+1Gd2O3,1.32275,(91 * 0.965) + (3 * 8.15) + (5 * 2.52) + (1 * 7.41) / 100
90,3,5,2,90C2H6OSi+3CdO+5B4C+2Gd2O3,1.3872,(90 * 0.965) + (3 * 8.15) + (5 * 2.52) + (2 * 7.41) / 100
89,3,5,3,89C2H6OSi+3CdO+5B4C+3Gd2O3,1.45165,(89 * 0.965) + (3 * 8.15) + (5 * 2.52) + (3 * 7.41) / 100
88,3,5,4,88C2H6OSi+3CdO+5B4C+4Gd2O3,1.5161,(88 * 0.965) + (3 * 8.15) + (5 * 2.52) + (4 * 7.41) / 100
87,3,5,5,87C2H6OSi+3CdO+5B4C+5Gd2O3,1.58055,(87 * 0.965) + (3 * 8.15) + (5 * 2.52) + (5 * 7.41) / 100
86,3,5,6,86C2H6OSi+3CdO+5B4C+6Gd2O3,1.645,(86 * 0.965) + (3 * 8.15) + (5 * 2.52) + (6 * 7.41) / 100
85,3,5,7,85C2H6OSi+3CdO+5B4C+7Gd2O3,1.70945,(85 * 0.965) + (3 * 8.15) + (5 * 2.52) + (7 * 7.41) / 100
84,3,5,8,84C2H6OSi+3CdO+5B4C+8Gd2O3,1.7739,(84 * 0.965) + (3 * 8.15) + (5 * 2.52) + (8 * 7.41) / 100
83,3,5,9,83C2H6OSi+3CdO+5B4C+9Gd2O3,1.83835,(83 * 0.965) + (3 * 8.15) + (5 * 2.52) + (9 * 7.41) / 100
82,3,5,10,82C2H6OSi+3CdO+5B4C+10Gd2O3,1.9028,(82 * 0.965) + (3 * 8.15) + (5 * 2.52) + (10 * 7.41) / 100
81,3,5,11,81C2H6OSi+3CdO+5B4C+11Gd2O3,1.96725,(81 * 0.965) + (3 * 8.15) + (5 * 2.52) + (11 * 7.41) / 100
80,3,5,12,80C2H6OSi+3CdO+5B4C+12Gd2O3,2.0317,(80 * 0.965) + (3 * 8.15) + (5 * 2.52) + (12 * 7.41) / 100
91,3,6,0,91C2H6OSi+3CdO+6B4C+0Gd2O3,1.27385,(91 * 0.965) + (3 * 8.15) + (6 * 2.52) + (0 * 7.41) / 100
90,3,6,1,90C2H6OSi+3CdO+6B4C+1Gd2O3,1.3383,(90 * 0.965) + (3 * 8.15) + (6 * 2.52) + (1 * 7.41) / 100
89,3,6,2,89C2H6OSi+3CdO+6B4C+2Gd2O3,1.40275,(89 * 0.965) + (3 * 8.15) + (6 * 2.52) + (2 * 7.41) / 100
88,3,6,3,88C2H6OSi+3CdO+6B4C+3Gd2O3,1.4672,(88 * 0.965) + (3 * 8.15) + (6 * 2.52) + (3 * 7.41) / 100
87,3,6,4,87C2H6OSi+3CdO+6B4C+4Gd2O3,1.53165,(87 * 0.965) + (3 * 8.15) + (6 * 2.52) + (4 * 7.41) / 100
86,3,6,5,86C2H6OSi+3CdO+6B4C+5Gd2O3,1.5961,(86 * 0.965) + (3 * 8.15) + (6 * 2.52) + (5 * 7.41) / 100
85,3,6,6,85C2H6OSi+3CdO+6B4C+6Gd2O3,1.66055,(85 * 0.965) + (3 * 8.15) + (6 * 2.52) + (6 * 7.41) / 100
84,3,6,7,84C2H6OSi+3CdO+6B4C+7Gd2O3,1.725,(84 * 0.965) + (3 * 8.15) + (6 * 2.52) + (7 * 7.41) / 100
83,3,6,8,83C2H6OSi+3CdO+6B4C+8Gd2O3,1.78945,(83 * 0.965) + (3 * 8.15) + (6 * 2.52) + (8 * 7.41) / 100
82,3,6,9,82C2H6OSi+3CdO+6B4C+9Gd2O3,1.8539,(82 * 0.965) + (3 * 8.15) + (6 * 2.52) + (9 * 7.41) / 100
81,3,6,10,81C2H6OSi+3CdO+6B4C+10Gd2O3,1.91835,(81 * 0.965) + (3 * 8.15) + (6 * 2.52) + (10 * 7.41) / 100
80,3,6,11,80C2H6OSi+3CdO+6B4C+11Gd2O3,1.9828,(80 * 0.965) + (3 * 8.15) + (6 * 2.52) + (11 * 7.41) / 100
90,3,7,0,90C2H6OSi+3CdO+7B4C+0Gd2O3,1.2894,(90 * 0.965) + (3 * 8.15) + (7 * 2.52) + (0 * 7.41) / 100
89,3,7,1,89C2H6OSi+3CdO+7B4C+1Gd2O3,1.35385,(89 * 0.965) + (3 * 8.15) + (7 * 2.52) + (1 * 7.41) / 100
88,3,7,2,88C2H6OSi+3CdO+7B4C+2Gd2O3,1.4183,(88 * 0.965) + (3 * 8.15) + (7 * 2.52) + (2 * 7.41) / 100
87,3,7,3,87C2H6OSi+3CdO+7B4C+3Gd2O3,1.48275,(87 * 0.965) + (3 * 8.15) + (7 * 2.52) + (3 * 7.41) / 100
86,3,7,4,86C2H6OSi+3CdO+7B4C+4Gd2O3,1.5472,(86 * 0.965) + (3 * 8.15) + (7 * 2.52) + (4 * 7.41) / 100
85,3,7,5,85C2H6OSi+3CdO+7B4C+5Gd2O3,1.61165,(85 * 0.965) + (3 * 8.15) + (7 * 2.52) + (5 * 7.41) / 100
84,3,7,6,84C2H6OSi+3CdO+7B4C+6Gd2O3,1.6761,(84 * 0.965) + (3 * 8.15) + (7 * 2.52) + (6 * 7.41) / 100
83,3,7,7,83C2H6OSi+3CdO+7B4C+7Gd2O3,1.74055,(83 * 0.965) + (3 * 8.15) + (7 * 2.52) + (7 * 7.41) / 100
82,3,7,8,82C2H6OSi+3CdO+7B4C+8Gd2O3,1.805,(82 * 0.965) + (3 * 8.15) + (7 * 2.52) + (8 * 7.41) / 100
81,3,7,9,81C2H6OSi+3CdO+7B4C+9Gd2O3,1.86945,(81 * 0.965) + (3 * 8.15) + (7 * 2.52) + (9 * 7.41) / 100
80,3,7,10,80C2H6OSi+3CdO+7B4C+10Gd2O3,1.9339,(80 * 0.965) + (3 * 8.15) + (7 * 2.52) + (10 * 7.41) / 100
89,3,8,0,89C2H6OSi+3CdO+8B4C+0Gd2O3,1.30495,(89 * 0.965) + (3 * 8.15) + (8 * 2.52) + (0 * 7.41) / 100
88,3,8,1,88C2H6OSi+3CdO+8B4C+1Gd2O3,1.3694,(88 * 0.965) + (3 * 8.15) + (8 * 2.52) + (1 * 7.41) / 100
87,3,8,2,87C2H6OSi+3CdO+8B4C+2Gd2O3,1.43385,(87 * 0.965) + (3 * 8.15) + (8 * 2.52) + (2 * 7.41) / 100
86,3,8,3,86C2H6OSi+3CdO+8B4C+3Gd2O3,1.4983,(86 * 0.965) + (3 * 8.15) + (8 * 2.52) + (3 * 7.41) / 100
85,3,8,4,85C2H6OSi+3CdO+8B4C+4Gd2O3,1.56275,(85 * 0.965) + (3 * 8.15) + (8 * 2.52) + (4 * 7.41) / 100
84,3,8,5,84C2H6OSi+3CdO+8B4C+5Gd2O3,1.6272,(84 * 0.965) + (3 * 8.15) + (8 * 2.52) + (5 * 7.41) / 100
83,3,8,6,83C2H6OSi+3CdO+8B4C+6Gd2O3,1.69165,(83 * 0.965) + (3 * 8.15) + (8 * 2.52) + (6 * 7.41) / 100
82,3,8,7,82C2H6OSi+3CdO+8B4C+7Gd2O3,1.7561,(82 * 0.965) + (3 * 8.15) + (8 * 2.52) + (7 * 7.41) / 100
81,3,8,8,81C2H6OSi+3CdO+8B4C+8Gd2O3,1.82055,(81 * 0.965) + (3 * 8.15) + (8 * 2.52) + (8 * 7.41) / 100
80,3,8,9,80C2H6OSi+3CdO+8B4C+9Gd2O3,1.885,(80 * 0.965) + (3 * 8.15) + (8 * 2.52) + (9 * 7.41) / 100
88,3,9,0,88C2H6OSi+3CdO+9B4C+0Gd2O3,1.3205,(88 * 0.965) + (3 * 8.15) + (9 * 2.52) + (0 * 7.41) / 100
87,3,9,1,87C2H6OSi+3CdO+9B4C+1Gd2O3,1.38495,(87 * 0.965) + (3 * 8.15) + (9 * 2.52) + (1 * 7.41) / 100
86,3,9,2,86C2H6OSi+3CdO+9B4C+2Gd2O3,1.4494,(86 * 0.965) + (3 * 8.15) + (9 * 2.52) + (2 * 7.41) / 100
85,3,9,3,85C2H6OSi+3CdO+9B4C+3Gd2O3,1.51385,(85 * 0.965) + (3 * 8.15) + (9 * 2.52) + (3 * 7.41) / 100
84,3,9,4,84C2H6OSi+3CdO+9B4C+4Gd2O3,1.5783,(84 * 0.965) + (3 * 8.15) + (9 * 2.52) + (4 * 7.41) / 100
83,3,9,5,83C2H6OSi+3CdO+9B4C+5Gd2O3,1.64275,(83 * 0.965) + (3 * 8.15) + (9 * 2.52) + (5 * 7.41) / 100
82,3,9,6,82C2H6OSi+3CdO+9B4C+6Gd2O3,1.7072,(82 * 0.965) + (3 * 8.15) + (9 * 2.52) + (6 * 7.41) / 100
81,3,9,7,81C2H6OSi+3CdO+9B4C+7Gd2O3,1.77165,(81 * 0.965) + (3 * 8.15) + (9 * 2.52) + (7 * 7.41) / 100
80,3,9,8,80C2H6OSi+3CdO+9B4C+8Gd2O3,1.8361,(80 * 0.965) + (3 * 8.15) + (9 * 2.52) + (8 * 7.41) / 100
87,3,10,0,87C2H6OSi+3CdO+10B4C+0Gd2O3,1.33605,(87 * 0.965) + (3 * 8.15) + (10 * 2.52) + (0 * 7.41) / 100
86,3,10,1,86C2H6OSi+3CdO+10B4C+1Gd2O3,1.4005,(86 * 0.965) + (3 * 8.15) + (10 * 2.52) + (1 * 7.41) / 100
85,3,10,2,85C2H6OSi+3CdO+10B4C+2Gd2O3,1.46495,(85 * 0.965) + (3 * 8.15) + (10 * 2.52) + (2 * 7.41) / 100
84,3,10,3,84C2H6OSi+3CdO+10B4C+3Gd2O3,1.5294,(84 * 0.965) + (3 * 8.15) + (10 * 2.52) + (3 * 7.41) / 100
83,3,10,4,83C2H6OSi+3CdO+10B4C+4Gd2O3,1.59385,(83 * 0.965) + (3 * 8.15) + (10 * 2.52) + (4 * 7.41) / 100
82,3,10,5,82C2H6OSi+3CdO+10B4C+5Gd2O3,1.6583,(82 * 0.965) + (3 * 8.15) + (10 * 2.52) + (5 * 7.41) / 100
81,3,10,6,81C2H6OSi+3CdO+10B4C+6Gd2O3,1.72275,(81 * 0.965) + (3 * 8.15) + (10 * 2.52) + (6 * 7.41) / 100
80,3,10,7,80C2H6OSi+3CdO+10B4C+7Gd2O3,1.7872,(80 * 0.965) + (3 * 8.15) + (10 * 2.52) + (7 * 7.41) / 100
86,3,11,0,86C2H6OSi+3CdO+11B4C+0Gd2O3,1.3516,(86 * 0.965) + (3 * 8.15) + (11 * 2.52) + (0 * 7.41) / 100
85,3,11,1,85C2H6OSi+3CdO+11B4C+1Gd2O3,1.41605,(85 * 0.965) + (3 * 8.15) + (11 * 2.52) + (1 * 7.41) / 100
84,3,11,2,84C2H6OSi+3CdO+11B4C+2Gd2O3,1.4805,(84 * 0.965) + (3 * 8.15) + (11 * 2.52) + (2 * 7.41) / 100
83,3,11,3,83C2H6OSi+3CdO+11B4C+3Gd2O3,1.54495,(83 * 0.965) + (3 * 8.15) + (11 * 2.52) + (3 * 7.41) / 100
82,3,11,4,82C2H6OSi+3CdO+11B4C+4Gd2O3,1.6094,(82 * 0.965) + (3 * 8.15) + (11 * 2.52) + (4 * 7.41) / 100
