PDMS_fraction,CdO_fraction,B4C_fraction,Gd2O3_fraction,Composition_Formula,Theoretical_Density,Density_Calculation
85,8,1,6,85C2H6OSi+8CdO+1B4C+6Gd2O3,1.94205,(85 * 0.965) + (8 * 8.15) + (1 * 2.52) + (6 * 7.41) / 100
84,8,1,7,84C2H6OSi+8CdO+1B4C+7Gd2O3,2.0065,(84 * 0.965) + (8 * 8.15) + (1 * 2.52) + (7 * 7.41) / 100
83,8,1,8,83C2H6OSi+8CdO+1B4C+8Gd2O3,2.07095,(83 * 0.965) + (8 * 8.15) + (1 * 2.52) + (8 * 7.41) / 100
82,8,1,9,82C2H6OSi+8CdO+1B4C+9Gd2O3,2.1354,(82 * 0.965) + (8 * 8.15) + (1 * 2.52) + (9 * 7.41) / 100
81,8,1,10,81C2H6OSi+8CdO+1B4C+10Gd2O3,2.19985,(81 * 0.965) + (8 * 8.15) + (1 * 2.52) + (10 * 7.41) / 100
80,8,1,11,80C2H6OSi+8CdO+1B4C+11Gd2O3,2.2643,(80 * 0.965) + (8 * 8.15) + (1 * 2.52) + (11 * 7.41) / 100
90,8,2,0,90C2H6OSi+8CdO+2B4C+0Gd2O3,1.5709,(90 * 0.965) + (8 * 8.15) + (2 * 2.52) + (0 * 7.41) / 100
89,8,2,1,89C2H6OSi+8CdO+2B4C+1Gd2O3,1.63535,(89 * 0.965) + (8 * 8.15) + (2 * 2.52) + (1 * 7.41) / 100
88,8,2,2,88C2H6OSi+8CdO+2B4C+2Gd2O3,1.6998,(88 * 0.965) + (8 * 8.15) + (2 * 2.52) + (2 * 7.41) / 100
87,8,2,3,87C2H6OSi+8CdO+2B4C+3Gd2O3,1.76425,(87 * 0.965) + (8 * 8.15) + (2 * 2.52) + (3 * 7.41) / 100
86,8,2,4,86C2H6OSi+8CdO+2B4C+4Gd2O3,1.8287,(86 * 0.965) + (8 * 8.15) + (2 * 2.52) + (4 * 7.41) / 100
85,8,2,5,85C2H6OSi+8CdO+2B4C+5Gd2O3,1.89315,(85 * 0.965) + (8 * 8.15) + (2 * 2.52) + (5 * 7.41) / 100
84,8,2,6,84C2H6OSi+8CdO+2B4C+6Gd2O3,1.9576,(84 * 0.965) + (8 * 8.15) + (2 * 2.52) + (6 * 7.41) / 100
83,8,2,7,83C2H6OSi+8CdO+2B4C+7Gd2O3,2.02205,(83 * 0.965) + (8 * 8.15) + (2 * 2.52) + (7 * 7.41) / 100
82,8,2,8,82C2H6OSi+8CdO+2B4C+8Gd2O3,2.0865,(82 * 0.965) + (8 * 8.15) + (2 * 2.52) + (8 * 7.41) / 100
81,8,2,9,81C2H6OSi+8CdO+2B4C+9Gd2O3,2.15095,(81 * 0.965) + (8 * 8.15) + (2 * 2.52) + (9 * 7.41) / 100
80,8,2,10,80C2H6OSi+8CdO+2B4C+10Gd2O3,2.2154,(80 * 0.965) + (8 * 8.15) + (2 * 2.52) + (10 * 7.41) / 100
89,8,3,0,89C2H6OSi+8CdO+3B4C+0Gd2O3,1.58645,(89 * 0.965) + (8 * 8.15) + (3 * 2.52) + (0 * 7.41) / 100
88,8,3,1,88C2H6OSi+8CdO+3B4C+1Gd2O3,1.6509,(88 * 0.965) + (8 * 8.15) + (3 * 2.52) + (1 * 7.41) / 100
87,8,3,2,87C2H6OSi+8CdO+3B4C+2Gd2O3,1.71535,(87 * 0.965) + (8 * 8.15) + (3 * 2.52) + (2 * 7.41) / 100
86,8,3,3,86C2H6OSi+8CdO+3B4C+3Gd2O3,1.7798,(86 * 0.965) + (8 * 8.15) + (3 * 2.52) + (3 * 7.41) / 100
85,8,3,4,85C2H6OSi+8CdO+3B4C+4Gd2O3,1.84425,(85 * 0.965) + (8 * 8.15) + (3 * 2.52) + (4 * 7.41) / 100
84,8,3,5,84C2H6OSi+8CdO+3B4C+5Gd2O3,1.9087,(84 * 0.965) + (8 * 8.15) + (3 * 2.52) + (5 * 7.41) / 100
83,8,3,6,83C2H6OSi+8CdO+3B4C+6Gd2O3,1.97315,(83 * 0.965) + (8 * 8.15) + (3 * 2.52) + (6 * 7.41) / 100
82,8,3,7,82C2H6OSi+8CdO+3B4C+7Gd2O3,2.0376,(82 * 0.965) + (8 * 8.15) + (3 * 2.52) + (7 * 7.41) / 100
81,8,3,8,81C2H6OSi+8CdO+3B4C+8Gd2O3,2.10205,(81 * 0.965) + (8 * 8.15) + (3 * 2.52) + (8 * 7.41) / 100
80,8,3,9,80C2H6OSi+8CdO+3B4C+9Gd2O3,2.1665,(80 * 0.965) + (8 * 8.15) + (3 * 2.52) + (9 * 7.41) / 100
88,8,4,0,88C2H6OSi+8CdO+4B4C+0Gd2O3,1.602,(88 * 0.965) + (8 * 8.15) + (4 * 2.52) + (0 * 7.41) / 100
87,8,4,1,87C2H6OSi+8CdO+4B4C+1Gd2O3,1.66645,(87 * 0.965) + (8 * 8.15) + (4 * 2.52) + (1 * 7.41) / 100
86,8,4,2,86C2H6OSi+8CdO+4B4C+2Gd2O3,1.7309,(86 * 0.965) + (8 * 8.15) + (4 * 2.52) + (2 * 7.41) / 100
85,8,4,3,85C2H6OSi+8CdO+4B4C+3Gd2O3,1.79535,(85 * 0.965) + (8 * 8.15) + (4 * 2.52) + (3 * 7.41) / 100
84,8,4,4,84C2H6OSi+8CdO+4B4C+4Gd2O3,1.8598,(84 * 0.965) + (8 * 8.15) + (4 * 2.52) + (4 * 7.41) / 100
83,8,4,5,83C2H6OSi+8CdO+4B4C+5Gd2O3,1.92425,(83 * 0.965) + (8 * 8.15) + (4 * 2.52) + (5 * 7.41) / 100
82,8,4,6,82C2H6OSi+8CdO+4B4C+6Gd2O3,1.9887,(82 * 0.965) + (8 * 8.15) + (4 * 2.52) + (6 * 7.41) / 100
81,8,4,7,81C2H6OSi+8CdO+4B4C+7Gd2O3,2.05315,(81 * 0.965) + (8 * 8.15) + (4 * 2.52) + (7 * 7.41) / 100
80,8,4,8,80C2H6OSi+8CdO+4B4C+8Gd2O3,2.1176,(80 * 0.965) + (8 * 8.15) + (4 * 2.52) + (8 * 7.41) / 100
87,8,5,0,87C2H6OSi+8CdO+5B4C+0Gd2O3,1.61755,(87 * 0.965) + (8 * 8.15) + (5 * 2.52) + (0 * 7.41) / 100
86,8,5,1,86C2H6OSi+8CdO+5B4C+1Gd2O3,1.682,(86 * 0.965) + (8 * 8.15) + (5 * 2.52) + (1 * 7.41) / 100
85,8,5,2,85C2H6OSi+8CdO+5B4C+2Gd2O3,1.74645,(85 * 0.965) + (8 * 8.15) + (5 * 2.52) + (2 * 7.41) / 100
84,8,5,3,84C2H6OSi+8CdO+5B4C+3Gd2O3,1.8109,(84 * 0.965) + (8 * 8.15) + (5 * 2.52) + (3 * 7.41) / 100
83,8,5,4,83C2H6OSi+8CdO+5B4C+4Gd2O3,1.87535,(83 * 0.965) + (8 * 8.15) + (5 * 2.52) + (4 * 7.41) / 100
82,8,5,5,82C2H6OSi+8CdO+5B4C+5Gd2O3,1.9398,(82 * 0.965) + (8 * 8.15) + (5 * 2.52) + (5 * 7.41) / 100
81,8,5,6,81C2H6OSi+8CdO+5B4C+6Gd2O3,2.00425,(81 * 0.965) + (8 * 8.15) + (5 * 2.52) + (6 * 7.41) / 100
80,8,5,7,80C2H6OSi+8CdO+5B4C+7Gd2O3,2.0687,(80 * 0.965) + (8 * 8.15) + (5 * 2.52) + (7 * 7.41) / 100
86,8,6,0,86C2H6OSi+8CdO+6B4C+0Gd2O3,1.6331,(86 * 0.965) + (8 * 8.15) + (6 * 2.52) + (0 * 7.41) / 100
85,8,6,1,85C2H6OSi+8CdO+6B4C+1Gd2O3,1.69755,(85 * 0.965) + (8 * 8.15) + (6 * 2.52) + (1 * 7.41) / 100
84,8,6,2,84C2H6OSi+8CdO+6B4C+2Gd2O3,1.762,(84 * 0.965) + (8 * 8.15) + (6 * 2.52) + (2 * 7.41) / 100
83,8,6,3,83C2H6OSi+8CdO+6B4C+3Gd2O3,1.82645,(83 * 0.965) + (8 * 8.15) + (6 * 2.52) + (3 * 7.41) / 100
82,8,6,4,82C2H6OSi+8CdO+6B4C+4Gd2O3,1.8909,(82 * 0.965) + (8 * 8.15) + (6 * 2.52) + (4 * 7.41) / 100
81,8,6,5,81C2H6OSi+8CdO+6B4C+5Gd2O3,1.95535,(81 * 0.965) + (8 * 8.15) + (6 * 2.52) + (5 * 7.41) / 100
80,8,6,6,80C2H6OSi+8CdO+6B4C+6Gd2O3,2.0198,(80 * 0.965) + (8 * 8.15) + (6 * 2.52) + (6 * 7.41) / 100
85,8,7,0,85C2H6OSi+8CdO+7B4C+0Gd2O3,1.64865,(85 * 0.965) + (8 * 8.15) + (7 * 2.52) + (0 * 7.41) / 100
84,8,7,1,84C2H6OSi+8CdO+7B4C+1Gd2O3,1.7131,(84 * 0.965) + (8 * 8.15) + (7 * 2.52) + (1 * 7.41) / 100
83,8,7,2,83C2H6OSi+8CdO+7B4C+2Gd2O3,1.77755,(83 * 0.965) + (8 * 8.15) + (7 * 2.52) + (2 * 7.41) / 100
82,8,7,3,82C2H6OSi+8CdO+7B4C+3Gd2O3,1.842,(82 * 0.965) + (8 * 8.15) + (7 * 2.52) + (3 * 7.41) / 100
81,8,7,4,81C2H6OSi+8CdO+7B4C+4Gd2O3,1.90645,(81 * 0.965) + (8 * 8.15) + (7 * 2.52) + (4 * 7.41) / 100
80,8,7,5,80C2H6OSi+8CdO+7B4C+5Gd2O3,1.9709,(80 * 0.965) + (8 * 8.15) + (7 * 2.52) + (5 * 7.41) / 100
84,8,8,0,84C2H6OSi+8CdO+8B4C+0Gd2O3,1.6642,(84 * 0.965) + (8 * 8.15) + (8 * 2.52) + (0 * 7.41) / 100
83,8,8,1,83C2H6OSi+8CdO+8B4C+1Gd2O3,1.72865,(83 * 0.965) + (8 * 8.15) + (8 * 2.52) + (1 * 7.41) / 100
82,8,8,2,82C2H6OSi+8CdO+8B4C+2Gd2O3,1.7931,(82 * 0.965) + (8 * 8.15) + (8 * 2.52) + (2 * 7.41) / 100
81,8,8,3,81C2H6OSi+8CdO+8B4C+3Gd2O3,1.85755,(81 * 0.965) + (8 * 8.15) + (8 * 2.52) + (3 * 7.41) / 100
80,8,8,4,80C2H6OSi+8CdO+8B4C+4Gd2O3,1.922,(80 * 0.965) + (8 * 8.15) + (8 * 2.52) + (4 * 7.41) / 100
83,8,9,0,83C2H6OSi+8CdO+9B4C+0Gd2O3,1.67975,(83 * 0.965) + (8 * 8.15) + (9 * 2.52) + (0 * 7.41) / 100
82,8,9,1,82C2H6OSi+8CdO+9B4C+1Gd2O3,1.7442,(82 * 0.965) + (8 * 8.15) + (9 * 2.52) + (1 * 7.41) / 100
81,8,9,2,81C2H6OSi+8CdO+9B4C+2Gd2O3,1.80865,(81 * 0.965) + (8 * 8.15) + (9 * 2.52) + (2 * 7.41) / 100
80,8,9,3,80C2H6OSi+8CdO+9B4C+3Gd2O3,1.8731,(80 * 0.965) + (8 * 8.15) + (9 * 2.52) + (3 * 7.41) / 100
82,8,10,0,82C2H6OSi+8CdO+10B4C+0Gd2O3,1.6953,(82 * 0.965) + (8 * 8.15) + (10 * 2.52) + (0 * 7.41) / 100
81,8,10,1,81C2H6OSi+8CdO+10B4C+1Gd2O3,1.75975,(81 * 0.965) + (8 * 8.15) + (10 * 2.52) + (1 * 7.41) / 100
80,8,10,2,80C2H6OSi+8CdO+10B4C+2Gd2O3,1.8242,(80 * 0.965) + (8 * 8.15) + (10 * 2.52) + (2 * 7.41) / 100
81,8,11,0,81C2H6OSi+8CdO+11B4C+0Gd2O3,1.71085,(81 * 0.965) + (8 * 8.15) + (11 * 2.52) + (0 * 7.41) / 100
80,8,11,1,80C2H6OSi+8CdO+11B4C+1Gd2O3,1.7753,(80 * 0.965) + (8 * 8.15) + (11 * 2.52) + (1 * 7.41) / 100
80,8,12,0,80C2H6OSi+8CdO+12B4C+0Gd2O3,1.7264,(80 * 0.965) + (8 * 8.15) + (12 * 2.52) + (0 * 7.41) / 100
91,9,0,0,91C2H6OSi+9CdO+0B4C+0Gd2O3,1.61165,(91 * 0.965) + (9 * 8.15) + (0 * 2.52) + (0 * 7.41) / 100
90,9,0,1,90C2H6OSi+9CdO+0B4C+1Gd2O3,1.6761,(90 * 0.965) + (9 * 8.15) + (0 * 2.52) + (1 * 7.41) / 100
89,9,0,2,89C2H6OSi+9CdO+0B4C+2Gd2O3,1.74055,(89 * 0.965) + (9 * 8.15) + (0 * 2.52) + (2 * 7.41) / 100
88,9,0,3,88C2H6OSi+9CdO+0B4C+3Gd2O3,1.805,(88 * 0.965) + (9 * 8.15) + (0 * 2.52) + (3 * 7.41) / 100
87,9,0,4,87C2H6OSi+9CdO+0B4C+4Gd2O3,1.86945,(87 * 0.965) + (9 * 8.15) + (0 * 2.52) + (4 * 7.41) / 100
86,9,0,5,86C2H6OSi+9CdO+0B4C+5Gd2O3,1.9339,(86 * 0.965) + (9 * 8.15) + (0 * 2.52) + (5 * 7.41) / 100
85,9,0,6,85C2H6OSi+9CdO+0B4C+6Gd2O3,1.99835,(85 * 0.965) + (9 * 8.15) + (0 * 2.52) + (6 * 7.41) / 100
84,9,0,7,84C2H6OSi+9CdO+0B4C+7Gd2O3,2.0628,(84 * 0.965) + (9 * 8.15) + (0 * 2.52) + (7 * 7.41) / 100
83,9,0,8,83C2H6OSi+9CdO+0B4C+8Gd2O3,2.12725,(83 * 0.965) + (9 * 8.15) + (0 * 2.52) + (8 * 7.41) / 100
82,9,0,9,82C2H6OSi+9CdO+0B4C+9Gd2O3,2.1917,(82 * 0.965) + (9 * 8.15) + (0 * 2.52) + (9 * 7.41) / 100
81,9,0,10,81C2H6OSi+9CdO+0B4C+10Gd2O3,2.25615,(81 * 0.965) + (9 * 8.15) + (0 * 2.52) + (10 * 7.41) / 100
80,9,0,11,80C2H6OSi+9CdO+0B4C+11Gd2O3,2.3206,(80 * 0.965) + (9 * 8.15) + (0 * 2.52) + (11 * 7.41) / 100
90,9,1,0,90C2H6OSi+9CdO+1B4C+0Gd2O3,1.6272,(90 * 0.965) + (9 * 8.15) + (1 * 2.52) + (0 * 7.41) / 100
89,9,1,1,89C2H6OSi+9CdO+1B4C+1Gd2O3,1.69165,(89 * 0.965) + (9 * 8.15) + (1 * 2.52) + (1 * 7.41) / 100
88,9,1,2,88C2H6OSi+9CdO+1B4C+2Gd2O3,1.7561,(88 * 0.965) + (9 * 8.15) + (1 * 2.52) + (2 * 7.41) / 100
87,9,1,3,87C2H6OSi+9CdO+1B4C+3Gd2O3,1.82055,(87 * 0.965) + (9 * 8.15) + (1 * 2.52) + (3 * 7.41) / 100
86,9,1,4,86C2H6OSi+9CdO+1B4C+4Gd2O3,1.885,(86 * 0.965) + (9 * 8.15) + (1 * 2.52) + (4 * 7.41) / 100
85,9,1,5,85C2H6OSi+9CdO+1B4C+5Gd2O3,1.94945,(85 * 0.965) + (9 * 8.15) + (1 * 2.52) + (5 * 7.41) / 100
84,9,1,6,84C2H6OSi+9CdO+1B4C+6Gd2O3,2.0139,(84 * 0.965) + (9 * 8.15) + (1 * 2.52) + (6 * 7.41) / 100
83,9,1,7,83C2H6OSi+9CdO+1B4C+7Gd2O3,2.07835,(83 * 0.965) + (9 * 8.15) + (1 * 2.52) + (7 * 7.41) / 100
82,9,1,8,82C2H6OSi+9CdO+1B4C+8Gd2O3,2.1428,(82 * 0.965) + (9 * 8.15) + (1 * 2.52) + (8 * 7.41) / 100
81,9,1,9,81C2H6OSi+9CdO+1B4C+9Gd2O3,2.20725,(81 * 0.965) + (9 * 8.15) + (1 * 2.52) + (9 * 7.41) / 100
80,9,1,10,80C2H6OSi+9CdO+1B4C+10Gd2O3,2.2717,(80 * 0.965) + (9 * 8.15) + (1 * 2.52) + (10 * 7.41) / 100
89,9,2,0,89C2H6OSi+9CdO+2B4C+0Gd2O3,1.64275,(89 * 0.965) + (9 * 8.15) + (2 * 2.52) + (0 * 7.41) / 100
88,9,2,1,88C2H6OSi+9CdO+2B4C+1Gd2O3,1.7072,(88 * 0.965) + (9 * 8.15) + (2 * 2.52) + (1 * 7.41) / 100
87,9,2,2,87C2H6OSi+9CdO+2B4C+2Gd2O3,1.77165,(87 * 0.965) + (9 * 8.15) + (2 * 2.52) + (2 * 7.41) / 100
86,9,2,3,86C2H6OSi+9CdO+2B4C+3Gd2O3,1.8361,(86 * 0.965) + (9 * 8.15) + (2 * 2.52) + (3 * 7.41) / 100
85,9,2,4,85C2H6OSi+9CdO+2B4C+4Gd2O3,1.90055,(85 * 0.965) + (9 * 8.15) + (2 * 2.52) + (4 * 7.41) / 100
84,9,2,5,84C2H6OSi+9CdO+2B4C+5Gd2O3,1.965,(84 * 0.965) + (9 * 8.15) + (2 * 2.52) + (5 * 7.41) / 100
83,9,2,6,83C2H6OSi+9CdO+2B4C+6Gd2O3,2.02945,(83 * 0.965) + (9 * 8.15) + (2 * 2.52) + (6 * 7.41) / 100
82,9,2,7,82C2H6OSi+9CdO+2B4C+7Gd2O3,2.0939,(82 * 0.965) + (9 * 8.15) + (2 * 2.52) + (7 * 7.41) / 100
81,9,2,8,81C2H6OSi+9CdO+2B4C+8Gd2O3,2.15835,(81 * 0.965) + (9 * 8.15) + (2 * 2.52) + (8 * 7.41) / 100
80,9,2,9,80C2H6OSi+9CdO+2B4C+9Gd2O3,2.2228,(80 * 0.965) + (9 * 8.15) + (2 * 2.52) + (9 * 7.41) / 100
88,9,3,0,88C2H6OSi+9CdO+3B4C+0Gd2O3,1.6583,(88 * 0.965) + (9 * 8.15) + (3 * 2.52) + (0 * 7.41) / 100
87,9,3,1,87C2H6OSi+9CdO+3B4C+1Gd2O3,1.72275,(87 * 0.965) + (9 * 8.15) + (3 * 2.52) + (1 * 7.41) / 100
86,9,3,2,86C2H6OSi+9CdO+3B4C+2Gd2O3,1.7872,(86 * 0.965) + (9 * 8.15) + (3 * 2.52) + (2 * 7.41) / 100
85,9,3,3,85C2H6OSi+9CdO+3B4C+3Gd2O3,1.85165,(85 * 0.965) + (9 * 8.15) + (3 * 2.52) + (3 * 7.41) / 100
84,9,3,4,84C2H6OSi+9CdO+3B4C+4Gd2O3,1.9161,(84 * 0.965) + (9 * 8.15) + (3 * 2.52) + (4 * 7.41) / 100
83,9,3,5,83C2H6OSi+9CdO+3B4C+5Gd2O3,1.98055,(83 * 0.965) + (9 * 8.15) + (3 * 2.52) + (5 * 7.41) / 100
82,9,3,6,82C2H6OSi+9CdO+3B4C+6Gd2O3,2.045,(82 * 0.965) + (9 * 8.15) + (3 * 2.52) + (6 * 7.41) / 100
81,9,3,7,81C2H6OSi+9CdO+3B4C+7Gd2O3,2.10945,(81 * 0.965) + (9 * 8.15) + (3 * 2.52) + (7 * 7.41) / 100
80,9,3,8,80C2H6OSi+9CdO+3B4C+8Gd2O3,2.1739,(80 * 0.965) + (9 * 8.15) + (3 * 2.52) + (8 * 7.41) / 100
87,9,4,0,87C2H6OSi+9CdO+4B4C+0Gd2O3,1.67385,(87 * 0.965) + (9 * 8.15) + (4 * 2.52) + (0 * 7.41) / 100
86,9,4,1,86C2H6OSi+9CdO+4B4C+1Gd2O3,1.7383,(86 * 0.965) + (9 * 8.15) + (4 * 2.52) + (1 * 7.41) / 100
85,9,4,2,85C2H6OSi+9CdO+4B4C+2Gd2O3,1.80275,(85 * 0.965) + (9 * 8.15) + (4 * 2.52) + (2 * 7.41) / 100
84,9,4,3,84C2H6OSi+9CdO+4B4C+3Gd2O3,1.8672,(84 * 0.965) + (9 * 8.15) + (4 * 2.52) + (3 * 7.41) / 100
83,9,4,4,83C2H6OSi+9CdO+4B4C+4Gd2O3,1.93165,(83 * 0.965) + (9 * 8.15) + (4 * 2.52) + (4 * 7.41) / 100
82,9,4,5,82C2H6OSi+9CdO+4B4C+5Gd2O3,1.9961,(82 * 0.965) + (9 * 8.15) + (4 * 2.52) + (5 * 7.41) / 100
81,9,4,6,81C2H6OSi+9CdO+4B4C+6Gd2O3,2.06055,(81 * 0.965) + (9 * 8.15) + (4 * 2.52) + (6 * 7.41) / 100
80,9,4,7,80C2H6OSi+9CdO+4B4C+7Gd2O3,2.125,(80 * 0.965) + (9 * 8.15) + (4 * 2.52) + (7 * 7.41) / 100
86,9,5,0,86C2H6OSi+9CdO+5B4C+0Gd2O3,1.6894,(86 * 0.965) + (9 * 8.15) + (5 * 2.52) + (0 * 7.41) / 100
85,9,5,1,85C2H6OSi+9CdO+5B4C+1Gd2O3,1.75385,(85 * 0.965) + (9 * 8.15) + (5 * 2.52) + (1 * 7.41) / 100
84,9,5,2,84C2H6OSi+9CdO+5B4C+2Gd2O3,1.8183,(84 * 0.965) + (9 * 8.15) + (5 * 2.52) + (2 * 7.41) / 100
83,9,5,3,83C2H6OSi+9CdO+5B4C+3Gd2O3,1.88275,(83 * 0.965) + (9 * 8.15) + (5 * 2.52) + (3 * 7.41) / 100
82,9,5,4,82C2H6OSi+9CdO+5B4C+4Gd2O3,1.9472,(82 * 0.965) + (9 * 8.15) + (5 * 2.52) + (4 * 7.41) / 100
81,9,5,5,81C2H6OSi+9CdO+5B4C+5Gd2O3,2.01165,(81 * 0.965) + (9 * 8.15) + (5 * 2.52) + (5 * 7.41) / 100
80,9,5,6,80C2H6OSi+9CdO+5B4C+6Gd2O3,2.0761,(80 * 0.965) + (9 * 8.15) + (5 * 2.52) + (6 * 7.41) / 100
85,9,6,0,85C2H6OSi+9CdO+6B4C+0Gd2O3,1.70495,(85 * 0.965) + (9 * 8.15) + (6 * 2.52) + (0 * 7.41) / 100
84,9,6,1,84C2H6OSi+9CdO+6B4C+1Gd2O3,1.7694,(84 * 0.965) + (9 * 8.15) + (6 * 2.52) + (1 * 7.41) / 100
83,9,6,2,83C2H6OSi+9CdO+6B4C+2Gd2O3,1.83385,(83 * 0.965) + (9 * 8.15) + (6 * 2.52) + (2 * 7.41) / 100
82,9,6,3,82C2H6OSi+9CdO+6B4C+3Gd2O3,1.8983,(82 * 0.965) + (9 * 8.15) + (6 * 2.52) + (3 * 7.41) / 100
81,9,6,4,81C2H6OSi+9CdO+6B4C+4Gd2O3,1.96275,(81 * 0.965) + (9 * 8.15) + (6 * 2.52) + (4 * 7.41) / 100
80,9,6,5,80C2H6OSi+9CdO+6B4C+5Gd2O3,2.0272,(80 * 0.965) + (9 * 8.15) + (6 * 2.52) + (5 * 7.41) / 100
84,9,7,0,84C2H6OSi+9CdO+7B4C+0Gd2O3,1.7205,(84 * 0.965) + (9 * 8.15) + (7 * 2.52) + (0 * 7.41) / 100
83,9,7,1,83C2H6OSi+9CdO+7B4C+1Gd2O3,1.78495,(83 * 0.965) + (9 * 8.15) + (7 * 2.52) + (1 * 7.41) / 100
82,9,7,2,82C2H6OSi+9CdO+7B4C+2Gd2O3,1.8494,(82 * 0.965) + (9 * 8.15) + (7 * 2.52) + (2 * 7.41) / 100
81,9,7,3,81C2H6OSi+9CdO+7B4C+3Gd2O3,1.91385,(81 * 0.965) + (9 * 8.15) + (7 * 2.52) + (3 * 7.41) / 100
80,9,7,4,80C2H6OSi+9CdO+7B4C+4Gd2O3,1.9783,(80 * 0.965) + (9 * 8.15) + (7 * 2.52) + (4 * 7.41) / 100
83,9,8,0,83C2H6OSi+9CdO+8B4C+0Gd2O3,1.73605,(83 * 0.965) + (9 * 8.15) + (8 * 2.52) + (0 * 7.41) / 100
82,9,8,1,82C2H6OSi+9CdO+8B4C+1Gd2O3,1.8005,(82 * 0.965) + (9 * 8.15) + (8 * 2.52) + (1 * 7.41) / 100
81,9,8,2,81C2H6OSi+9CdO+8B4C+2Gd2O3,1.86495,(81 * 0.965) + (9 * 8.15) + (8 * 2.52) + (2 * 7.41) / 100
80,9,8,3,80C2H6OSi+9CdO+8B4C+3Gd2O3,1.9294,(80 * 0.965) + (9 * 8.15) + (8 * 2.52) + (3 * 7.41) / 100
82,9,9,0,82C2H6OSi+9CdO+9B4C+0Gd2O3,1.7516,(82 * 0.965) + (9 * 8.15) + (9 * 2.52) + (0 * 7.41) / 100
81,9,9,1,81C2H6OSi+9CdO+9B4C+1Gd2O3,1.81605,(81 * 0.965) + (9 * 8.15) + (9 * 2.52) + (1 * 7.41) / 100
80,9,9,2,80C2H6OSi+9CdO+9B4C+2Gd2O3,1.8805,(80 * 0.965) + (9 * 8.15) + (9 * 2.52) + (2 * 7.41) / 100
81,9,10,0,81C2H6OSi+9CdO+10B4C+0Gd2O3,1.76715,(81 * 0.965) + (9 * 8.15) + (10 * 2.52) + (0 * 7.41) / 100
80,9,10,1,80C2H6OSi+9CdO+10B4C+1Gd2O3,1.8316,(80 * 0.965) + (9 * 8.15) + (10 * 2.52) + (1 * 7.41) / 100
80,9,11,0,80C2H6OSi+9CdO+11B4C+0Gd2O3,1.7827,(80 * 0.965) + (9 * 8.15) + (11 * 2.52) + (0 * 7.41) / 100
90,10,0,0,90C2H6OSi+10CdO+0B4C+0Gd2O3,1.6835,(90 * 0.965) + (10 * 8.15) + (0 * 2.52) + (0 * 7.41) / 100
89,10,0,1,89C2H6OSi+10CdO+0B4C+1Gd2O3,1.74795,(89 * 0.965) + (10 * 8.15) + (0 * 2.52) + (1 * 7.41) / 100
88,10,0,2,88C2H6OSi+10CdO+0B4C+2Gd2O3,1.8124,(88 * 0.965) + (10 * 8.15) + (0 * 2.52) + (2 * 7.41) / 100
87,10,0,3,87C2H6OSi+10CdO+0B4C+3Gd2O3,1.87685,(87 * 0.965) + (10 * 8.15) + (0 * 2.52) + (3 * 7.41) / 100
86,10,0,4,86C2H6OSi+10CdO+0B4C+4Gd2O3,1.9413,(86 * 0.965) + (10 * 8.15) + (0 * 2.52) + (4 * 7.41) / 100
85,10,0,5,85C2H6OSi+10CdO+0B4C+5Gd2O3,2.00575,(85 * 0.965) + (10 * 8.15) + (0 * 2.52) + (5 * 7.41) / 100
84,10,0,6,84C2H6OSi+10CdO+0B4C+6Gd2O3,2.0702,(84 * 0.965) + (10 * 8.15) + (0 * 2.52) + (6 * 7.41) / 100
83,10,0,7,83C2H6OSi+10CdO+0B4C+7Gd2O3,2.13465,(83 * 0.965) + (10 * 8.15) + (0 * 2.52) + (7 * 7.41) / 100
82,10,0,8,82C2H6OSi+10CdO+0B4C+8Gd2O3,2.1991,(82 * 0.965) + (10 * 8.15) + (0 * 2.52) + (8 * 7.41) / 100
81,10,0,9,81C2H6OSi+10CdO+0B4C+9Gd2O3,2.26355,(81 * 0.965) + (10 * 8.15) + (0 * 2.52) + (9 * 7.41) / 100
80,10,0,10,80C2H6OSi+10CdO+0B4C+10Gd2O3,2.328,(80 * 0.965) + (10 * 8.15) + (0 * 2.52) + (10 * 7.41) / 100
89,10,1,0,89C2H6OSi+10CdO+1B4C+0Gd2O3,1.69905,(89 * 0.965) + (10 * 8.15) + (1 * 2.52) + (0 * 7.41) / 100
88,10,1,1,88C2H6OSi+10CdO+1B4C+1Gd2O3,1.7635,(88 * 0.965) + (10 * 8.15) + (1 * 2.52) + (1 * 7.41) / 100
87,10,1,2,87C2H6OSi+10CdO+1B4C+2Gd2O3,1.82795,(87 * 0.965) + (10 * 8.15) + (1 * 2.52) + (2 * 7.41) / 100
86,10,1,3,86C2H6OSi+10CdO+1B4C+3Gd2O3,1.8924,(86 * 0.965) + (10 * 8.15) + (1 * 2.52) + (3 * 7.41) / 100
85,10,1,4,85C2H6OSi+10CdO+1B4C+4Gd2O3,1.95685,(85 * 0.965) + (10 * 8.15) + (1 * 2.52) + (4 * 7.41) / 100
84,10,1,5,84C2H6OSi+10CdO+1B4C+5Gd2O3,2.0213,(84 * 0.965) + (10 * 8.15) + (1 * 2.52) + (5 * 7.41) / 100
83,10,1,6,83C2H6OSi+10CdO+1B4C+6Gd2O3,2.08575,(83 * 0.965) + (10 * 8.15) + (1 * 2.52) + (6 * 7.41) / 100
